timestamp,close
2021-01-03T00:00:00,27.5707
2021-01-04T00:00:00,27.27
2021-01-05T00:00:00,27.51
2021-01-06T00:00:00,27.525
2021-01-07T00:00:00,27.13
2021-01-08T00:00:00,26.645
2021-01-10T00:00:00,25.5137
2021-01-11T00:00:00,25.02
2021-01-12T00:00:00,25.525
2021-01-13T00:00:00,25.335
2021-01-14T00:00:00,25.25
2021-01-15T00:00:00,25.245
2021-01-17T00:00:00,25.1615
2021-01-18T00:00:00,24.865
2021-01-19T00:00:00,25.295
2021-01-20T00:00:00,25.295
2021-01-21T00:00:00,25.865
2021-01-22T00:00:00,25.32
2021-01-24T00:00:00,25.769
2021-01-25T00:00:00,25.635
2021-01-26T00:00:00,25.4
2021-01-27T00:00:00,25.185
2021-01-28T00:00:00,25.205
2021-01-29T00:00:00,27.415
2021-01-31T00:00:00,30.1365
2021-02-01T00:00:00,29.585
2021-02-02T00:00:00,27.325
2021-02-03T00:00:00,26.8
2021-02-04T00:00:00,26.4
2021-02-05T00:00:00,26.53
2021-02-07T00:00:00,27.585
2021-02-08T00:00:00,27.18
2021-02-09T00:00:00,27.635
2021-02-10T00:00:00,27.23
2021-02-11T00:00:00,27.125
2021-02-12T00:00:00,27.07
2021-02-14T00:00:00,27.7065
2021-02-15T00:00:00,27.57
2021-02-16T00:00:00,27.575
2021-02-17T00:00:00,27.115
2021-02-18T00:00:00,27.165
2021-02-19T00:00:00,26.95
2021-02-21T00:00:00,28.2857
2021-02-22T00:00:00,27.445
2021-02-23T00:00:00,27.965
2021-02-24T00:00:00,27.745
2021-02-25T00:00:00,27.925
2021-02-26T00:00:00,26.685
2021-02-28T00:00:00,27.081
2021-03-01T00:00:00,26.89
2021-03-02T00:00:00,26.26
2021-03-03T00:00:00,26.585
2021-03-04T00:00:00,25.955
2021-03-05T00:00:00,25.355
2021-03-07T00:00:00,25.9275
2021-03-08T00:00:00,25.155
2021-03-09T00:00:00,25.755
2021-03-10T00:00:00,25.645
2021-03-11T00:00:00,26.25
2021-03-12T00:00:00,25.475
