timestamp,close
2021-01-01T00:00:00,1887.6
2021-01-03T00:00:00,1944.518
2021-01-04T00:00:00,1943.2
2021-01-05T00:00:00,1940.4
2021-01-06T00:00:00,1932.0
2021-01-07T00:00:00,1920.1
2021-01-08T00:00:00,1862.9
2021-01-10T00:00:00,1856.825
2021-01-11T00:00:00,1847.3
2021-01-12T00:00:00,1841.3
2021-01-13T00:00:00,1858.9
2021-01-14T00:00:00,1841.8
2021-01-15T00:00:00,1839.0
2021-01-17T00:00:00,1840.85
2021-01-18T00:00:00,1833.1
2021-01-19T00:00:00,1834.7
2021-01-20T00:00:00,1856.6
2021-01-21T00:00:00,1862.1
2021-01-22T00:00:00,1852.7
2021-01-24T00:00:00,1867.95
2021-01-25T00:00:00,1856.9
2021-01-26T00:00:00,1856.6
2021-01-27T00:00:00,1843.0
2021-01-28T00:00:00,1853.7
2021-01-29T00:00:00,1863.8
2021-01-31T00:00:00,1871.89
2021-02-01T00:00:00,1863.0
2021-02-02T00:00:00,1833.1
2021-02-03T00:00:00,1835.5
2021-02-04T00:00:00,1785.9
2021-02-05T00:00:00,1803.0
2021-02-07T00:00:00,1839.23
2021-02-08T00:00:00,1835.3
2021-02-09T00:00:00,1839.6
2021-02-10T00:00:00,1842.7
2021-02-11T00:00:00,1840.1
2021-02-12T00:00:00,1816.4
2021-02-14T00:00:00,1827.1
2021-02-15T00:00:00,1817.3
2021-02-16T00:00:00,1794.3
2021-02-17T00:00:00,1780.7
2021-02-18T00:00:00,1773.2
2021-02-19T00:00:00,1786.2
2021-02-21T00:00:00,1812.722
2021-02-22T00:00:00,1807.5
2021-02-23T00:00:00,1799.7
2021-02-24T00:00:00,1788.0
2021-02-25T00:00:00,1779.7
2021-02-26T00:00:00,1742.9
2021-02-28T00:00:00,1759.95
2021-03-01T00:00:00,1734.2
2021-03-02T00:00:00,1723.9
2021-03-03T00:00:00,1711.4
2021-03-04T00:00:00,1712.1
2021-03-05T00:00:00,1696.3
2021-03-07T00:00:00,1714.45
2021-03-08T00:00:00,1687.1
2021-03-09T00:00:00,1716.9
2021-03-10T00:00:00,1716.2
2021-03-11T00:00:00,1724.3
2021-03-12T00:00:00,1704.8
2021-03-14T00:00:00,1734.583
2021-03-15T00:00:00,1723.7
2021-03-16T00:00:00,1735.0
2021-03-17T00:00:00,1729.7
2021-03-18T00:00:00,1725.9
2021-03-19T00:00:00,1735.2
2021-03-21T00:00:00,1747.046
2021-03-22T00:00:00,1736.2
2021-03-23T00:00:00,1726.2
2021-03-24T00:00:00,1730.5
2021-03-25T00:00:00,1737.3
2021-03-26T00:00:00,1731.8
2021-03-28T00:00:00,1733.371
2021-03-29T00:00:00,1706.0
2021-03-30T00:00:00,1684.0
2021-03-31T00:00:00,1691.1
2021-04-01T00:00:00,1760.04
2021-04-02T00:00:00,1726.1
2021-04-04T00:00:00,1733.65
2021-04-05T00:00:00,1726.1
2021-04-06T00:00:00,1744.7
2021-04-07T00:00:00,1738.1
2021-04-08T00:00:00,1755.5
2021-04-09T00:00:00,1741.2
2021-04-11T00:00:00,1745.078
2021-04-12T00:00:00,1732.9
2021-04-13T00:00:00,1748.0
2021-04-14T00:00:00,1735.6
2021-04-15T00:00:00,1757.2
2021-04-16T00:00:00,1774.5
2021-04-18T00:00:00,1790.104
2021-04-19T00:00:00,1774.5
2021-04-20T00:00:00,1777.9
2021-04-21T00:00:00,1798.2
2021-04-22T00:00:00,1787.8
2021-04-23T00:00:00,1781.8
2021-04-25T00:00:00,1783.56
2021-04-26T00:00:00,1773.4
2021-04-27T00:00:00,1784.2
2021-04-28T00:00:00,1772.2
2021-04-29T00:00:00,1762.7
2021-04-30T00:00:00,1767.7
2021-05-01T00:00:00,1850.26
2021-05-02T00:00:00,1798.07
2021-05-03T00:00:00,1767.7
2021-05-04T00:00:00,1797.8
2021-05-05T00:00:00,1782.3
2021-05-06T00:00:00,1813.2
2021-05-07T00:00:00,1836.6
2021-05-09T00:00:00,1845.54
2021-05-10T00:00:00,1840.5
2021-05-11T00:00:00,1829.1
2021-05-12T00:00:00,1830.7
2021-05-13T00:00:00,1821.8
2021-05-14T00:00:00,1838.1
2021-05-16T00:00:00,1868.525
2021-05-17T00:00:00,1853.7
2021-05-18T00:00:00,1866.8
2021-05-19T00:00:00,1888.5
2021-05-20T00:00:00,1878.3
2021-05-21T00:00:00,1875.9
2021-05-23T00:00:00,1887.07
2021-05-24T00:00:00,1880.2
2021-05-25T00:00:00,1887.0
2021-05-26T00:00:00,1899.8
2021-05-27T00:00:00,1891.5
2021-05-28T00:00:00,1900.0
2021-05-30T00:00:00,1910.655
2021-05-31T00:00:00,1900.0
2021-06-01T00:00:00,1899.4
2021-06-02T00:00:00,1902.8
2021-06-03T00:00:00,1866.6
2021-06-04T00:00:00,1890.6
2021-06-06T00:00:00,1900.196
2021-06-07T00:00:00,1888.4
2021-06-08T00:00:00,1893.2
2021-06-09T00:00:00,1894.6
2021-06-10T00:00:00,1888.7
2021-06-11T00:00:00,1881.1
2021-06-13T00:00:00,1878.08
2021-06-14T00:00:00,1865.6
2021-06-15T00:00:00,1865.1
2021-06-16T00:00:00,1860.8
2021-06-17T00:00:00,1778.7
2021-06-18T00:00:00,1773.1
2021-06-20T00:00:00,1786.625
2021-06-21T00:00:00,1775.1
2021-06-22T00:00:00,1775.1
2021-06-23T00:00:00,1791.6
2021-06-24T00:00:00,1784.9
2021-06-25T00:00:00,1786.7
2021-06-27T00:00:00,1785.83
2021-06-28T00:00:00,1780.3
2021-06-29T00:00:00,1755.5
2021-06-30T00:00:00,1763.2
2021-07-01T00:00:00,1807.84
2021-07-02T00:00:00,1786.2
2021-07-04T00:00:00,1794.745
2021-07-05T00:00:00,1791.4
2021-07-06T00:00:00,1809.9
2021-07-07T00:00:00,1804.7
2021-07-08T00:00:00,1807.7
